Mandante,Placar,Visitante,Rodada,Coringa,Jogador
Vitória,1 x 0,Grêmio,6,NÃO,KICO
Ceará,3 x 1,São Paulo,6,NÃO,KICO
Botafogo,2 x 0,Fluminense,6,SIM,KICO
Vasco,2 x 1,Palmeiras,7,SIM,KICO
Fluminense,2 x 0,Sport,7,NÃO,KICO
Corinthians,3 x 1,Internacional,7,NÃO,KICO
São Paulo,1 x 0,Fortaleza,7,NÃO,KICO
Bragantino,2 x 1,Mirassol,7,NÃO,KICO
Juventude,1 x 0,Atlético-MG,7,NÃO,KICO
Grêmio,2 x 1,Santos,7,NÃO,KICO
Bahia,3 x 2,Botafogo,7,NÃO,KICO
Ceará,3 x 1,Vitória,7,NÃO,KICO
Cruzeiro,1 x 0,Flamengo,7,SIM,KICO
Botafogo,2 x 0,Internacional,8,SIM,KICO
Sport,2 x 1,Cruzeiro,8,NÃO,KICO
Flamengo,2 x 0,Bahia,8,NÃO,KICO
Santos,3 x 1,Ceará,8,NÃO,KICO
Mirassol,1 x 0,Corinthians,8,NÃO,KICO
Atlético-MG,2 x 1,Fluminense,8,NÃO,KICO
Grêmio,3 x 1,Bragantino,8,NÃO,KICO
Vitória,0 x 1,Vasco,8,NÃO,KICO
Fortaleza,3 x 0,Juventude,8,NÃO,KICO
Palmeiras,3 x 2,São Paulo,8,SIM,KICO
Flamengo,2 x 1,Internacional,1,SIM,FABIN
Vasco,1 x 1,Santos,1,NÃO,FABIN
Juventude,1 x 0,Vitória,1,NÃO,FABIN
São Paulo,2 x 0,Sport,1,NÃO,FABIN
Bragantino,1 x 1,Ceará,1,NÃO,FABIN
Cruzeiro,2 x 0,Mirassol,1,NÃO,FABIN
Grêmio,1 x 1,Atlético-MG,1,NÃO,FABIN
Bahia,2 x 0,Corinthians,1,NÃO,FABIN
Fortaleza,1 x 1,Fluminense,1,NÃO,FABIN
Palmeiras,2 x 1,Botafogo,1,SIM,FABIN
Atlético-MG,2 x 1,São Paulo,2,SIM,FABIN
Botafogo,1 x 1,Juventude,2,NÃO,FABIN
Corinthians,2 x 0,Vasco,2,NÃO,FABIN
Santos,1 x 1,Bahia,2,NÃO,FABIN
Mirassol,0 x 1,Fortaleza,2,NÃO,FABIN
Sport,1 x 1,Palmeiras,2,NÃO,FABIN
Fluminense,1 x 1,Bragantino,2,NÃO,FABIN
Vitória,0 x 2,Flamengo,2,NÃO,FABIN
Ceará,1 x 0,Grêmio,2,NÃO,FABIN
Internacional,2 x 1,Cruzeiro,2,SIM,FABIN
Palmeiras,2 x 0,Corinthians,3,SIM,FABIN
Vasco,1 x 0,Sport,3,NÃO,FABIN
Fluminense,1 x 0,Santos,3,NÃO,FABIN
São Paulo,1 x 1,Cruzeiro,3,NÃO,FABIN
Bragantino,2 x 1,Botafogo,3,NÃO,FABIN
Atlético-MG,3 x 0,Vitória,3,NÃO,FABIN
Juventude,1 x 0,Ceará,3,NÃO,FABIN
Bahia,2 x 0,Mirassol,3,NÃO,FABIN
Fortaleza,1 x 1,Internacional,3,NÃO,FABIN
Grêmio,1 x 2,Flamengo,3,SIM,FABIN
Santos,1 x 1,Atlético-MG,4,SIM,FABIN
Botafogo,1 x 0,São Paulo,4,NÃO,FABIN
Corinthians,1 x 1,Fluminense,4,NÃO,FABIN
Flamengo,2 x 0,Juventude,4,NÃO,FABIN
Mirassol,0 x 2,Grêmio,4,NÃO,FABIN
Cruzeiro,1 x 1,Bahia,4,NÃO,FABIN
Sport,2 x 0,Bragantino,4,NÃO,FABIN
Vitória,0 x 1,Fortaleza,4,NÃO,FABIN
Ceará,1 x 0,Vasco,4,NÃO,FABIN
Internacional,1 x 1,Palmeiras,4,SIM,FABIN
Vasco,1 x 1,Flamengo,5,SIM,FABIN
Fluminense,1 x 1,Vitória,5,NÃO,FABIN
Corinthians,1 x 0,Sport,5,NÃO,FABIN
São Paulo,2 x 1,Santos,5,NÃO,FABIN
Bragantino,1 x 2,Cruzeiro,5,NÃO,FABIN
Atlético-MG,2 x 0,Botafogo,5,NÃO,FABIN
Juventude,0 x 0,Mirassol,5,NÃO,FABIN
Bahia,1 x 1,Ceará,5,NÃO,FABIN
Fortaleza,2 x 1,Palmeiras,5,NÃO,FABIN
Grêmio,1 x 1,Internacional,5,SIM,FABIN
Flamengo,2 x 1,Corinthians,6,SIM,FABIN
Sport,1 x 0,Fortaleza,6,NÃO,FABIN
Palmeiras,2 x 0,Bahia,6,NÃO,FABIN
Santos,1 x 0,Bragantino,6,NÃO,FABIN
Mirassol,0 x 2,Atlético-MG,6,NÃO,FABIN
Cruzeiro,1 x 0,Vasco,6,NÃO,FABIN
Internacional,2 x 1,Juventude,6,NÃO,FABIN
Vitória,1 x 1,Grêmio,6,NÃO,FABIN
Ceará,0 x 2,São Paulo,6,NÃO,FABIN
Botafogo,2 x 0,Fluminense,6,SIM,FABIN
Vasco,1 x 2,Palmeiras,7,SIM,FABIN
Fluminense,2 x 0,Sport,7,NÃO,FABIN
Corinthians,1 x 1,Internacional,7,NÃO,FABIN
São Paulo,2 x 1,Fortaleza,7,NÃO,FABIN
Bragantino,1 x 0,Mirassol,7,NÃO,FABIN
Juventude,0 x 2,Atlético-MG,7,NÃO,FABIN
Grêmio,2 x 1,Santos,7,NÃO,FABIN
Bahia,1 x 1,Botafogo,7,NÃO,FABIN
Ceará,1 x 0,Vitória,7,NÃO,FABIN
Cruzeiro,2 x 2,Flamengo,7,SIM,FABIN
Botafogo,1 x 2,Internacional,8,SIM,FABIN
Sport,1 x 1,Cruzeiro,8,NÃO,FABIN
Flamengo,3 x 0,Bahia,8,NÃO,FABIN
Santos,1 x 0,Ceará,8,NÃO,FABIN
Mirassol,0 x 2,Corinthians,8,NÃO,FABIN
Atlético-MG,2 x 1,Fluminense,8,NÃO,FABIN
Grêmio,1 x 0,Bragantino,8,NÃO,FABIN
Vitória,1 x 2,Vasco,8,NÃO,FABIN
Fortaleza,2 x 0,Juventude,8,NÃO,FABIN
Palmeiras,1 x 1,São Paulo,8,SIM,FABIN
Flamengo,3 x 1,Internacional,1,SIM,CHOCOLATE
Vasco,1 x 1,Santos,1,NÃO,CHOCOLATE
Juventude,0 x 1,Vitória,1,NÃO,CHOCOLATE
São Paulo,4 x 0,Sport,1,NÃO,CHOCOLATE
Bragantino,2 x 1,Ceará,1,NÃO,CHOCOLATE
Cruzeiro,3 x 0,Mirassol,1,NÃO,CHOCOLATE
Grêmio,2 x 2,Atlético-MG,1,NÃO,CHOCOLATE
Bahia,1 x 0,Corinthians,1,NÃO,CHOCOLATE
Fortaleza,2 x 1,Fluminense,1,NÃO,CHOCOLATE
Palmeiras,3 x 1,Botafogo,1,SIM,CHOCOLATE
Atlético-MG,2 x 1,São Paulo,2,SIM,CHOCOLATE
Botafogo,3 x 0,Juventude,2,NÃO,CHOCOLATE
Corinthians,2 x 0,Vasco,2,NÃO,CHOCOLATE
Santos,3 x 1,Bahia,2,NÃO,CHOCOLATE
Mirassol,0 x 2,Fortaleza,2,NÃO,CHOCOLATE
Sport,1 x 2,Palmeiras,2,NÃO,CHOCOLATE
Fluminense,2 x 0,Bragantino,2,NÃO,CHOCOLATE
Vitória,1 x 3,Flamengo,2,NÃO,CHOCOLATE
Ceará,0 x 1,Grêmio,2,NÃO,CHOCOLATE
Internacional,2 x 0,Cruzeiro,2,SIM,CHOCOLATE
Palmeiras,2 x 2,Corinthians,3,SIM,CHOCOLATE
Vasco,4 x 0,Sport,3,NÃO,CHOCOLATE
Fluminense,2 x 2,Santos,3,NÃO,CHOCOLATE
São Paulo,2 x 0,Cruzeiro,3,NÃO,CHOCOLATE
Bragantino,0 x 1,Botafogo,3,NÃO,CHOCOLATE
Atlético-MG,3 x 0,Vitória,3,NÃO,CHOCOLATE
Juventude,1 x 0,Ceará,3,NÃO,CHOCOLATE
Bahia,0 x 1,Mirassol,3,NÃO,CHOCOLATE
Fortaleza,2 x 2,Internacional,3,NÃO,CHOCOLATE
Grêmio,3 x 1,Flamengo,3,SIM,CHOCOLATE
Santos,2 x 1,Atlético-MG,4,SIM,CHOCOLATE
Botafogo,0 x 0,São Paulo,4,NÃO,CHOCOLATE
Corinthians,1 x 1,Fluminense,4,NÃO,CHOCOLATE
Flamengo,4 x 0,Juventude,4,NÃO,CHOCOLATE
Mirassol,2 x 1,Grêmio,4,NÃO,CHOCOLATE
Cruzeiro,1 x 0,Bahia,4,NÃO,CHOCOLATE
Sport,1 x 1,Bragantino,4,NÃO,CHOCOLATE
Vitória,0 x 2,Fortaleza,4,NÃO,CHOCOLATE
Ceará,1 x 0,Vasco,4,NÃO,CHOCOLATE
Internacional,2 x 0,Palmeiras,4,SIM,CHOCOLATE
Vasco,2 x 3,Flamengo,5,SIM,CHOCOLATE
Fluminense,2 x 0,Vitória,5,NÃO,CHOCOLATE
Corinthians,1 x 0,Sport,5,NÃO,CHOCOLATE
São Paulo,0 x 2,Santos,5,NÃO,CHOCOLATE
Bragantino,0 x 1,Cruzeiro,5,NÃO,CHOCOLATE
Atlético-MG,0 x 2,Botafogo,5,NÃO,CHOCOLATE
Juventude,1 x 0,Mirassol,5,NÃO,CHOCOLATE
Bahia,2 x 0,Ceará,5,NÃO,CHOCOLATE
Fortaleza,1 x 0,Palmeiras,5,NÃO,CHOCOLATE
Grêmio,2 x 2,Internacional,5,SIM,CHOCOLATE
Flamengo,2 x 0,Corinthians,6,SIM,CHOCOLATE
Sport,0 x 0,Fortaleza,6,NÃO,CHOCOLATE
Palmeiras,1 x 1,Bahia,6,NÃO,CHOCOLATE
Santos,0 x 1,Bragantino,6,NÃO,CHOCOLATE
Mirassol,0 x 2,Atlético-MG,6,NÃO,CHOCOLATE
Cruzeiro,1 x 1,Vasco,6,NÃO,CHOCOLATE
Internacional,2 x 0,Juventude,6,NÃO,CHOCOLATE
Vitória,1 x 0,Grêmio,6,NÃO,CHOCOLATE
Ceará,1 x 1,São Paulo,6,NÃO,CHOCOLATE
Botafogo,2 x 2,Fluminense,6,SIM,CHOCOLATE
Vasco,1 x 0,Palmeiras,7,SIM,CHOCOLATE
Fluminense,3 x 0,Sport,7,NÃO,CHOCOLATE
Corinthians,2 x 1,Internacional,7,NÃO,CHOCOLATE
São Paulo,0 x 2,Fortaleza,7,NÃO,CHOCOLATE
Bragantino,1 x 1,Mirassol,7,NÃO,CHOCOLATE
Juventude,0 x 2,Atlético-MG,7,NÃO,CHOCOLATE
Grêmio,0 x 2,Santos,7,NÃO,CHOCOLATE
Bahia,1 x 0,Botafogo,7,NÃO,CHOCOLATE
Ceará,1 x 0,Vitória,7,NÃO,CHOCOLATE
Cruzeiro,2 x 2,Flamengo,7,SIM,CHOCOLATE
Botafogo,1 x 0,Internacional,8,SIM,CHOCOLATE
Sport,1 x 2,Cruzeiro,8,NÃO,CHOCOLATE
Flamengo,3 x 1,Bahia,8,NÃO,CHOCOLATE
Santos,2 x 0,Ceará,8,NÃO,CHOCOLATE
Mirassol,0 x 1,Corinthians,8,NÃO,CHOCOLATE
Atlético-MG,3 x 2,Fluminense,8,NÃO,CHOCOLATE
Grêmio,2 x 0,Bragantino,8,NÃO,CHOCOLATE
Vitória,1 x 1,Vasco,8,NÃO,CHOCOLATE
Fortaleza,2 x 0,Juventude,8,NÃO,CHOCOLATE
Palmeiras,1 x 0,São Paulo,8,SIM,CHOCOLATE
Flamengo,3 x 0,Internacional,1,SIM,WR
Vasco,1 x 2,Santos,1,NÃO,WR
Juventude,0 x 1,Vitória,1,NÃO,WR
São Paulo,2 x 0,Sport,1,NÃO,WR
Bragantino,2 x 0,Ceará,1,NÃO,WR
Cruzeiro,3 x 1,Mirassol,1,NÃO,WR
Grêmio,0 x 2,Atlético-MG,1,NÃO,WR
Bahia,2 x 1,Corinthians,1,NÃO,WR
Fortaleza,2 x 0,Fluminense,1,NÃO,WR
Palmeiras,2 x 0,Botafogo,1,SIM,WR
Atlético-MG,2 x 1,São Paulo,2,SIM,WR
Botafogo,2 x 0,Juventude,2,NÃO,WR
Corinthians,2 x 1,Vasco,2,NÃO,WR
Santos,1 x 0,Bahia,2,NÃO,WR
Mirassol,2 x 0,Fortaleza,2,NÃO,WR
Sport,0 x 2,Palmeiras,2,NÃO,WR
Fluminense,2 x 1,Bragantino,2,NÃO,WR
Vitória,0 x 2,Flamengo,2,NÃO,WR
Ceará,1 x 2,Grêmio,2,NÃO,WR
Internacional,1 x 1,Cruzeiro,2,SIM,WR
Palmeiras,2 x 1,Corinthians,3,SIM,WR
Vasco,1 x 0,Sport,3,NÃO,WR
Fluminense,2 x 1,Santos,3,NÃO,WR
São Paulo,1 x 0,Cruzeiro,3,NÃO,WR
Bragantino,2 x 1,Botafogo,3,NÃO,WR
Atlético-MG,3 x 0,Vitória,3,NÃO,WR
Juventude,1 x 0,Ceará,3,NÃO,WR
Bahia,2 x 0,Mirassol,3,NÃO,WR
Fortaleza,1 x 1,Internacional,3,NÃO,WR
Grêmio,1 x 2,Flamengo,3,SIM,WR
Santos,2 x 0,Atlético-MG,4,SIM,WR
Botafogo,1 x 0,São Paulo,4,NÃO,WR
Corinthians,2 x 1,Fluminense,4,NÃO,WR
Flamengo,2 x 0,Juventude,4,NÃO,WR
Mirassol,0 x 1,Grêmio,4,NÃO,WR
Cruzeiro,2 x 1,Bahia,4,NÃO,WR
Sport,2 x 1,Bragantino,4,NÃO,WR
Vitória,0 x 1,Fortaleza,4,NÃO,WR
Ceará,2 x 1,Vasco,4,NÃO,WR
Internacional,1 x 2,Palmeiras,4,SIM,WR
Vasco,0 x 4,Flamengo,5,SIM,WR
Fluminense,2 x 1,Vitória,5,NÃO,WR
Corinthians,3 x 0,Sport,5,NÃO,WR
São Paulo,1 x 1,Santos,5,NÃO,WR
Bragantino,2 x 1,Cruzeiro,5,NÃO,WR
Atlético-MG,2 x 0,Botafogo,5,NÃO,WR
Juventude,2 x 1,Mirassol,5,NÃO,WR
Bahia,2 x 0,Ceará,5,NÃO,WR
Fortaleza,1 x 2,Palmeiras,5,NÃO,WR
Grêmio,1 x 0,Internacional,5,SIM,WR
Flamengo,3 x 1,Corinthians,6,SIM,WR
Sport,1 x 2,Fortaleza,6,NÃO,WR
Palmeiras,2 x 0,Bahia,6,NÃO,WR
Santos,2 x 0,Bragantino,6,NÃO,WR
Mirassol,0 x 1,Atlético-MG,6,NÃO,WR
Cruzeiro,3 x 1,Vasco,6,NÃO,WR
Internacional,2 x 1,Juventude,6,NÃO,WR
Vitória,0 x 1,Grêmio,6,NÃO,WR
Ceará,2 x 1,São Paulo,6,NÃO,WR
Botafogo,2 x 1,Fluminense,6,SIM,WR
Vasco,1 x 2,Palmeiras,7,SIM,WR
Fluminense,2 x 1,Sport,7,NÃO,WR
Corinthians,1 x 0,Internacional,7,NÃO,WR
São Paulo,2 x 1,Fortaleza,7,NÃO,WR
Bragantino,3 x 1,Mirassol,7,NÃO,WR
Juventude,1 x 2,Atlético-MG,7,NÃO,WR
Grêmio,1 x 2,Santos,7,NÃO,WR
Bahia,2 x 0,Botafogo,7,NÃO,WR
Ceará,0 x 2,Vitória,7,NÃO,WR
Cruzeiro,1 x 3,Flamengo,7,SIM,WR
Botafogo,2 x 1,Internacional,8,SIM,WR
Sport,0 x 1,Cruzeiro,8,NÃO,WR
Flamengo,2 x 0,Bahia,8,NÃO,WR
Santos,3 x 0,Ceará,8,NÃO,WR
Mirassol,1 x 0,Corinthians,8,NÃO,WR
Atlético-MG,3 x 1,Fluminense,8,NÃO,WR
Grêmio,2 x 0,Bragantino,8,NÃO,WR
Vitória,2 x 0,Vasco,8,NÃO,WR
Fortaleza,3 x 1,Juventude,8,NÃO,WR
Palmeiras,2 x 1,São Paulo,8,SIM,WR
Flamengo,2 x 1,Internacional,1,SIM,JOHNNY
Vasco,1 x 0,Santos,1,NÃO,JOHNNY
Juventude,1 x 0,Vitória,1,NÃO,JOHNNY
São Paulo,2 x 0,Sport,1,NÃO,JOHNNY
Bragantino,1 x 1,Ceará,1,NÃO,JOHNNY
Cruzeiro,2 x 1,Mirassol,1,NÃO,JOHNNY
Grêmio,1 x 1,Atlético-MG,1,NÃO,JOHNNY
Bahia,1 x 0,Corinthians,1,NÃO,JOHNNY
Fortaleza,2 x 1,Fluminense,1,NÃO,JOHNNY
Palmeiras,2 x 0,Botafogo,1,SIM,JOHNNY
Atlético-MG,2 x 1,São Paulo,2,SIM,JOHNNY
Botafogo,2 x 0,Juventude,2,NÃO,JOHNNY
Corinthians,2 x 0,Vasco,2,NÃO,JOHNNY
Santos,1 x 0,Bahia,2,NÃO,JOHNNY
Mirassol,1 x 1,Fortaleza,2,NÃO,JOHNNY
Sport,1 x 2,Palmeiras,2,NÃO,JOHNNY
Fluminense,2 x 0,Bragantino,2,NÃO,JOHNNY
Vitória,1 x 3,Flamengo,2,NÃO,JOHNNY
Ceará,1 x 0,Grêmio,2,NÃO,JOHNNY
Internacional,2 x 1,Cruzeiro,2,SIM,JOHNNY
Palmeiras,1 x 0,Corinthians,3,SIM,JOHNNY
Vasco,2 x 0,Sport,3,NÃO,JOHNNY
Fluminense,2 x 1,Santos,3,NÃO,JOHNNY
São Paulo,1 x 0,Cruzeiro,3,NÃO,JOHNNY
Bragantino,1 x 3,Botafogo,3,NÃO,JOHNNY
Atlético-MG,2 x 0,Vitória,3,NÃO,JOHNNY
Juventude,1 x 0,Ceará,3,NÃO,JOHNNY
Bahia,2 x 0,Mirassol,3,NÃO,JOHNNY
Fortaleza,1 x 1,Internacional,3,NÃO,JOHNNY
Grêmio,1 x 2,Flamengo,3,SIM,JOHNNY
Santos,2 x 1,Atlético-MG,4,SIM,JOHNNY
Botafogo,1 x 0,São Paulo,4,NÃO,JOHNNY
Corinthians,2 x 0,Fluminense,4,NÃO,JOHNNY
Flamengo,3 x 0,Juventude,4,NÃO,JOHNNY
Mirassol,1 x 0,Grêmio,4,NÃO,JOHNNY
Cruzeiro,2 x 1,Bahia,4,NÃO,JOHNNY
Sport,1 x 0,Bragantino,4,NÃO,JOHNNY
Vitória,1 x 1,Fortaleza,4,NÃO,JOHNNY
Ceará,1 x 1,Vasco,4,NÃO,JOHNNY
Internacional,2 x 1,Palmeiras,4,SIM,JOHNNY
Vasco,1 x 2,Flamengo,5,SIM,JOHNNY
Fluminense,2 x 0,Vitória,5,NÃO,JOHNNY
Corinthians,2 x 0,Sport,5,NÃO,JOHNNY
São Paulo,2 x 1,Santos,5,NÃO,JOHNNY
Bragantino,1 x 0,Cruzeiro,5,NÃO,JOHNNY
Atlético-MG,1 x 1,Botafogo,5,NÃO,JOHNNY
Juventude,1 x 0,Mirassol,5,NÃO,JOHNNY
Bahia,3 x 1,Ceará,5,NÃO,JOHNNY
Fortaleza,1 x 2,Palmeiras,5,NÃO,JOHNNY
Grêmio,1 x 2,Internacional,5,SIM,JOHNNY
Flamengo,2 x 1,Corinthians,6,SIM,JOHNNY
Sport,1 x 0,Fortaleza,6,NÃO,JOHNNY
Palmeiras,2 x 0,Bahia,6,NÃO,JOHNNY
Santos,2 x 0,Bragantino,6,NÃO,JOHNNY
Mirassol,0 x 2,Atlético-MG,6,NÃO,JOHNNY
Cruzeiro,1 x 1,Vasco,6,NÃO,JOHNNY
Internacional,2 x 0,Juventude,6,NÃO,JOHNNY
Vitória,1 x 1,Grêmio,6,NÃO,JOHNNY
Ceará,1 x 2,São Paulo,6,NÃO,JOHNNY
Botafogo,1 x 0,Fluminense,6,SIM,JOHNNY
Vasco,0 x 2,Palmeiras,7,SIM,JOHNNY
Fluminense,2 x 0,Sport,7,NÃO,JOHNNY
Corinthians,2 x 1,Internacional,7,NÃO,JOHNNY
São Paulo,1 x 0,Fortaleza,7,NÃO,JOHNNY
Bragantino,1 x 0,Mirassol,7,NÃO,JOHNNY
Juventude,1 x 2,Atlético-MG,7,NÃO,JOHNNY
Grêmio,2 x 1,Santos,7,NÃO,JOHNNY
Bahia,3 x 2,Botafogo,7,NÃO,JOHNNY
Ceará,1 x 0,Vitória,7,NÃO,JOHNNY
Cruzeiro,1 x 2,Flamengo,7,SIM,JOHNNY
Botafogo,2 x 1,Internacional,8,SIM,JOHNNY
Sport,1 x 1,Cruzeiro,8,NÃO,JOHNNY
Flamengo,3 x 1,Bahia,8,NÃO,JOHNNY
Santos,2 x 0,Ceará,8,NÃO,JOHNNY
Mirassol,1 x 2,Corinthians,8,NÃO,JOHNNY
Atlético-MG,2 x 0,Fluminense,8,NÃO,JOHNNY
Grêmio,2 x 0,Bragantino,8,NÃO,JOHNNY
Vitória,1 x 2,Vasco,8,NÃO,JOHNNY
Fortaleza,3 x 1,Juventude,8,NÃO,JOHNNY
Palmeiras,1 x 0,São Paulo,8,SIM,JOHNNY
Flamengo,1 x 0,Internacional,1,SIM,PATRICK
Vasco,1 x 0,Santos,1,NÃO,PATRICK
Juventude,2 x 1,Vitória,1,NÃO,PATRICK
São Paulo,2 x 0,Sport,1,NÃO,PATRICK
Bragantino,1 x 0,Ceará,1,NÃO,PATRICK
Cruzeiro,2 x 0,Mirassol,1,NÃO,PATRICK
Grêmio,2 x 1,Atlético-MG,1,NÃO,PATRICK
Bahia,1 x 0,Corinthians,1,NÃO,PATRICK
Fortaleza,2 x 1,Fluminense,1,NÃO,PATRICK
Palmeiras,2 x 1,Botafogo,1,SIM,PATRICK
Atlético-MG,1 x 0,São Paulo,2,SIM,PATRICK
Botafogo,2 x 0,Juventude,2,NÃO,PATRICK
Corinthians,2 x 0,Vasco,2,NÃO,PATRICK
Santos,1 x 0,Bahia,2,NÃO,PATRICK
Mirassol,1 x 0,Fortaleza,2,NÃO,PATRICK
Sport,2 x 1,Palmeiras,2,NÃO,PATRICK
Fluminense,1 x 2,Bragantino,2,NÃO,PATRICK
Vitória,1 x 0,Flamengo,2,NÃO,PATRICK
Ceará,2 x 1,Grêmio,2,NÃO,PATRICK
Internacional,2 x 1,Cruzeiro,2,SIM,PATRICK
Palmeiras,2 x 0,Corinthians,3,SIM,PATRICK
Vasco,1 x 0,Sport,3,NÃO,PATRICK
Fluminense,2 x 1,Santos,3,NÃO,PATRICK
São Paulo,1 x 0,Cruzeiro,3,NÃO,PATRICK
Bragantino,2 x 1,Botafogo,3,NÃO,PATRICK
Atlético-MG,2 x 0,Vitória,3,NÃO,PATRICK
Juventude,1 x 0,Ceará,3,NÃO,PATRICK
Bahia,2 x 1,Mirassol,3,NÃO,PATRICK
Fortaleza,1 x 2,Internacional,3,NÃO,PATRICK
Grêmio,2 x 1,Flamengo,3,SIM,PATRICK
Santos,2 x 0,Atlético-MG,4,SIM,PATRICK
Botafogo,2 x 0,São Paulo,4,NÃO,PATRICK
Corinthians,2 x 0,Fluminense,4,NÃO,PATRICK
Flamengo,2 x 0,Juventude,4,NÃO,PATRICK
Mirassol,1 x 0,Grêmio,4,NÃO,PATRICK
Cruzeiro,2 x 1,Bahia,4,NÃO,PATRICK
Sport,2 x 1,Bragantino,4,NÃO,PATRICK
Vitória,1 x 0,Fortaleza,4,NÃO,PATRICK
Ceará,2 x 1,Vasco,4,NÃO,PATRICK
Internacional,2 x 1,Palmeiras,4,SIM,PATRICK
Vasco,1 x 2,Flamengo,5,SIM,PATRICK
Fluminense,2 x 0,Vitória,5,NÃO,PATRICK
Corinthians,2 x 0,Sport,5,NÃO,PATRICK
São Paulo,1 x 1,Santos,5,NÃO,PATRICK
Bragantino,0 x 1,Cruzeiro,5,NÃO,PATRICK
Atlético-MG,2 x 1,Botafogo,5,NÃO,PATRICK
Juventude,2 x 1,Mirassol,5,NÃO,PATRICK
Bahia,2 x 0,Ceará,5,NÃO,PATRICK
Fortaleza,2 x 1,Palmeiras,5,NÃO,PATRICK
Grêmio,2 x 1,Internacional,5,SIM,PATRICK
Flamengo,1 x 0,Corinthians,6,SIM,PATRICK
Sport,1 x 0,Fortaleza,6,NÃO,PATRICK
Palmeiras,2 x 0,Bahia,6,NÃO,PATRICK
Santos,2 x 0,Bragantino,6,NÃO,PATRICK
Mirassol,1 x 0,Atlético-MG,6,NÃO,PATRICK
Cruzeiro,2 x 1,Vasco,6,NÃO,PATRICK
Internacional,2 x 0,Juventude,6,NÃO,PATRICK
Vitória,1 x 0,Grêmio,6,NÃO,PATRICK
Ceará,1 x 0,São Paulo,6,NÃO,PATRICK
Botafogo,2 x 1,Fluminense,6,SIM,PATRICK
Vasco,1 x 0,Palmeiras,7,SIM,PATRICK
Fluminense,2 x 0,Sport,7,NÃO,PATRICK
Corinthians,2 x 1,Internacional,7,NÃO,PATRICK
São Paulo,1 x 0,Fortaleza,7,NÃO,PATRICK
Bragantino,2 x 1,Mirassol,7,NÃO,PATRICK
Juventude,1 x 0,Atlético-MG,7,NÃO,PATRICK
Grêmio,2 x 1,Santos,7,NÃO,PATRICK
Bahia,1 x 0,Botafogo,7,NÃO,PATRICK
Ceará,1 x 0,Vitória,7,NÃO,PATRICK
Cruzeiro,1 x 2,Flamengo,7,SIM,PATRICK
Botafogo,2 x 0,Internacional,8,SIM,PATRICK
Sport,1 x 0,Cruzeiro,8,NÃO,PATRICK
Flamengo,2 x 0,Bahia,8,NÃO,PATRICK
Santos,2 x 0,Ceará,8,NÃO,PATRICK
Mirassol,0 x 2,Corinthians,8,NÃO,PATRICK
Atlético-MG,2 x 1,Fluminense,8,NÃO,PATRICK
Grêmio,1 x 0,Bragantino,8,NÃO,PATRICK
Vitória,1 x 0,Vasco,8,NÃO,PATRICK
Fortaleza,2 x 1,Juventude,8,NÃO,PATRICK
Palmeiras,2 x 1,São Paulo,8,SIM,PATRICK
Flamengo,2 x 1,Internacional,1,SIM,BRENINHO
Vasco,0 x 1,Santos,1,NÃO,BRENINHO
Juventude,1 x 1,Vitória,1,NÃO,BRENINHO
São Paulo,2 x 1,Sport,1,NÃO,BRENINHO
Bragantino,1 x 1,Ceará,1,NÃO,BRENINHO
Cruzeiro,3 x 0,Mirassol,1,NÃO,BRENINHO
Grêmio,2 x 2,Atlético-MG,1,NÃO,BRENINHO
Bahia,0 x 1,Corinthians,1,NÃO,BRENINHO
Fortaleza,1 x 1,Fluminense,1,NÃO,BRENINHO
Palmeiras,0 x 1,Botafogo,1,SIM,BRENINHO
Atlético-MG,1 x 2,São Paulo,2,SIM,BRENINHO
Botafogo,2 x 0,Juventude,2,NÃO,BRENINHO
Corinthians,3 x 1,Vasco,2,NÃO,BRENINHO
Santos,1 x 1,Bahia,2,NÃO,BRENINHO
Mirassol,0 x 1,Fortaleza,2,NÃO,BRENINHO
Sport,0 x 2,Palmeiras,2,NÃO,BRENINHO
Fluminense,2 x 1,Bragantino,2,NÃO,BRENINHO
Vitória,1 x 3,Flamengo,2,NÃO,BRENINHO
Ceará,2 x 1,Grêmio,2,NÃO,BRENINHO
Internacional,1 x 1,Cruzeiro,2,SIM,BRENINHO
Palmeiras,1 x 1,Corinthians,3,SIM,BRENINHO
Vasco,2 x 0,Sport,3,NÃO,BRENINHO
Fluminense,1 x 1,Santos,3,NÃO,BRENINHO
São Paulo,2 x 1,Cruzeiro,3,NÃO,BRENINHO
Bragantino,1 x 2,Botafogo,3,NÃO,BRENINHO
Atlético-MG,1 x 0,Vitória,3,NÃO,BRENINHO
Juventude,2 x 2,Ceará,3,NÃO,BRENINHO
Bahia,2 x 0,Mirassol,3,NÃO,BRENINHO
Fortaleza,1 x 1,Internacional,3,NÃO,BRENINHO
Grêmio,2 x 3,Flamengo,3,SIM,BRENINHO
Santos,2 x 1,Atlético-MG,4,SIM,BRENINHO
Botafogo,2 x 0,São Paulo,4,NÃO,BRENINHO
Corinthians,1 x 1,Fluminense,4,NÃO,BRENINHO
Flamengo,1 x 0,Juventude,4,NÃO,BRENINHO
Mirassol,1 x 2,Grêmio,4,NÃO,BRENINHO
Cruzeiro,1 x 1,Bahia,4,NÃO,BRENINHO
